11541	{'longtitude': -80.35599328571428}	2
11546	{'longtitude': -96.008217}	1
11544	{'longtitude': -93.2715}	2
11548	{'longtitude': -103.29469386486493}	2
11549	{'longtitude': -88.94245187499999}	1
19398	{'longtitude': -75.8241155}	2
5982	{'longtitude': -83.012772}	2
19396	{'longtitude': -88.67594183333334}	2
19394	{'longtitude': -77.488503}	2
19393	{'longtitude': -74.63040724999999}	1
19392	{'longtitude': -90.54464}	2
19390	{'longtitude': -113.46096025}	2
22261	{'longtitude': -71.161453}	1
22260	{'longtitude': 8.55}	2
22265	{'longtitude': -90.54464}	2
22267	{'longtitude': -84.119339}	2
22266	{'longtitude': -111.899033}	2
22269	{'longtitude': -84.99169163636364}	1
22268	{'longtitude': -96.241806}	2
16071	{'longtitude': 1.39399}	2
25063	{'longtitude': 11.57549}	2
25061	{'longtitude': -0.12574}	2
16077	{'longtitude': 2.3488}	3
25068	{'longtitude': 10.01112}	1
16076	{'longtitude': 11.79301}	1
16075	{'longtitude': 14.42076}	5
16074	{'longtitude': 4.88969}	2
6794	{'longtitude': 15.97798}	1
24940	{'longtitude': 11.60122}	2
6793	{}	6
6790	{'longtitude': 20.0616195}	8
6791	{'longtitude': 29.77067633333333}	1
6798	{'longtitude': 23.35487622222222}	3
6799	{'longtitude': 23.110428444444445}	18
6345	{'longtitude': -9.619366199999998}	1
21090	{'longtitude': 20.46513}	1
19973	{'longtitude': -82.60031065454547}	3
19972	{'longtitude': -98.15007800000001}	2
16251	{'longtitude': 17.141741}	3
16250	{'longtitude': 18.95845}	2
16709	{'longtitude': -77.488503}	1
19976	{'longtitude': -90.54464}	1
19975	{'longtitude': -82.52368899999999}	2
19974	{'longtitude': -77.10939049999999}	2
16705	{'longtitude': -75.7995455}	2
16704	{'longtitude': -84.387978}	2
16707	{'longtitude': -117.914497}	2
19978	{'longtitude': -66.8768509090909}	4
22485	{'longtitude': -110.45347629411765}	1
22484	{'longtitude': -87.650047}	1
22486	{'longtitude': -74.415474}	2
22481	{'longtitude': -83.003265}	1
12018	{'longtitude': -121.95291099999999}	2
22483	{'longtitude': -71.433662}	1
22482	{'longtitude': -122.196617}	2
12015	{'longtitude': -96.01755100000001}	2
12016	{'longtitude': -81.63211092857141}	3
22489	{'longtitude': -97.287328}	2
22488	{'longtitude': -71.041801}	2
12013	{'longtitude': -80.099686}	3
17259	{'longtitude': -84.0165715}	1
17250	{'longtitude': -99.03815789999999}	1
17251	{'longtitude': -85.11008966666667}	1
17252	{'longtitude': -99.07811733333334}	2
17253	{'longtitude': -88.75531025000001}	2
17255	{'longtitude': -58.377232}	1
17256	{'longtitude': -88.154974}	3
10708	{'longtitude': -108.30566690909092}	2
9529	{'longtitude': 126.977829}	1
9258	{'longtitude': 151.987651}	2
9259	{'longtitude': 114.157692}	1
10703	{'longtitude': -89.479202}	1
9525	{'longtitude': 126.977829}	2
10701	{'longtitude': -80.8406065}	4
10700	{'longtitude': -90.8183975}	4
9252	{'longtitude': 151.207321}	2
9522	{'longtitude': 126.977829}	2
10704	{'longtitude': -43.13824066666667}	2
24883	{'longtitude': 14.30214}	1
24882	{'longtitude': 27.214001}	1
24881	{'longtitude': 37.5}	1
24880	{'longtitude': 9.18951}	2
24886	{'longtitude': -0.12574}	1
24885	{'longtitude': -68.93354}	3
24884	{'longtitude': 8.69892}	2
18517	{'longtitude': -78.02133666666667}	2
21614	{'longtitude': -71.713028}	2
24889	{'longtitude': 8.50167}	1
24888	{'longtitude': 36.25272}	2
21611	{'longtitude': -87.804901}	2
21610	{'longtitude': -123.118931}	3
21612	{'longtitude': -43.2075}	1
9603	{'longtitude': 139.691696}	5
26023	{'longtitude': -81.52689749999999}	1
26022	{'longtitude': -121.158409}	1
26020	{'longtitude': -94.5186}	1
26027	{'longtitude': -92.045235}	1
26026	{'longtitude': -114.28474250000001}	1
26024	{'longtitude': -78.636955}	2
26029	{'longtitude': -84.502151}	2
4645	{'longtitude': 105.07892819230764}	10
16231	{'longtitude': 37.615559}	1
16647	{'longtitude': -102.47035550000001}	1
20151	{'longtitude': -89.553741}	2
22875	{'longtitude': -73.990395}	2
22876	{'longtitude': -74.638962}	2
22877	{'longtitude': -76.952827}	1
22870	{'longtitude': -41.292286}	2
22871	{'longtitude': -86.158043}	2
22873	{'longtitude': -69.965996}	2
22878	{'longtitude': -77.401871}	1
22879	{'longtitude': -78.11043033333334}	2
11953	{'longtitude': -117.94999150000001}	1
3512	{'longtitude': -84.336037}	1
2688	{'longtitude': -75.27167909999997}	4
2686	{'longtitude': -29.448403928783332}	71
2687	{'longtitude': 110.39154875362314}	15
2683	{'longtitude': 37.42637614285714}	6
14625	{'longtitude': -94.348572}	1
11002	{'longtitude': -40.91962049999999}	2
14621	{'longtitude': -78.28100453846149}	1
14628	{'longtitude': -121.442703}	2
14629	{'longtitude': -92.045235}	2
98	{'longtitude': -73.961014}	2
21099	{'longtitude': -0.97113}	4
90	{'longtitude': -122.28777590476197}	2
93	{'longtitude': 8.68417}	2
13058	{'longtitude': 12.678066}	5
13052	{'longtitude': 8.035120000000001}	2
13053	{'longtitude': 31.8072556}	4
13050	{'longtitude': 1.39399}	2
